tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
CHALLENGER,CdwwoJ0gtWqoc5GroIhWy8IA987mMMW0GUGCB_TPiri4a8I,kzxuiuy,864,440,367,False,False,False,False
CHALLENGER,6VJMG81lCCHqMkOl4ZzanTjaHtr35KFy4fhuEp-qzkuVN3w,BRO UmTi,870,382,320,False,False,False,False
CHALLENGER,bU0l9QRvxYqmgHgF7LkVJ8yppxAo6DRVGC3AoQ8hYvdzDJc,jkjkjkjkk,1071,1188,1132,True,False,False,False
CHALLENGER,0EK2_xnfVNCzZwl_DML5rogw__gb8wf-rd0T7WeUpb4stqY,i no hope,1168,874,818,False,False,False,False
CHALLENGER,m51Ohb-WHyFJWSo5YAs-w50Ke0REBVpaxI7HPCpqUBtvKEI,다없수질,1107,583,505,True,False,False,False
CHALLENGER,bnDQO--wFyY6KC0gZD3rrrGAJdMLyquD-nI4oeNhlnNV8Uw,호잇이,945,1249,1166,False,False,True,False
CHALLENGER,vyOxZgYCqDs4kTjRHjHUIt6doYw4oocmq-PpqKTLLfwoSxk,매일배고프다,1105,559,497,False,False,False,False
CHALLENGER,4XDshvsy4A0_Up2sykci6Nd8_XD3pUdyEZZEMM2YYR0XldI,Chovy zz6,854,188,121,False,False,True,False
CHALLENGER,lLJ7eM12qepMkLTVts_8rR5nZW2Uv3mdgDGl4wVXNXqNVK4,KT Castle,864,1235,1179,False,False,True,False
CHALLENGER,9Cb0HLQTkOsptmPfnVmPq6yGaBRX8gkAiS5HBsFa19RHKEo,Awe Smash,1014,344,283,False,False,False,True
CHALLENGER,R2tBkxAAChqRlVx9rbQ6B34sbOi4V4A0TNCWP4jCM7xTwQ,sheidodabuguo,1040,747,687,False,False,False,False
CHALLENGER,P7l9JIgiy1BgNhnHLiiY0V5Q2ZcsBAlG_q2U7-m73hghjwM,Aprox,1244,370,288,False,False,False,True
CHALLENGER,izVd0BWGD4VTzrfMw8ggeK0k0PFBaes-7yT-Zpb61v8JDS4,knightzz,881,736,622,True,False,False,False
CHALLENGER,hhwMT4fwuuRuJYbR8_4onruJkwkLl0iE29yu1uvJMgTwKH8,Strange2,1009,992,864,True,False,False,False
CHALLENGER,cHnDkJWkG3jk8-aMU4xXHco97QtlIlR9_MsYYKg36c8B8Ok,KT Rebel,1079,468,399,True,False,False,False
CHALLENGER,vHNkGTs2Z4c3l3IBVRat7Ml_8u1zfExmPjjTkP7awMK9WA,Naehyun,889,815,789,True,False,False,False
CHALLENGER,1XVAYKSBTWHD49v9SuaGySfG7M5JB75apeLFC2R0aAI0TRc,Juhana,1108,1715,1628,True,False,False,False
CHALLENGER,bQUbnmSm15JWZnvYoh7oWtMUC-MIOr9mgUX6-k6exnA8rjc,Atlantean,888,333,275,False,False,True,False
CHALLENGER,01XOT9LQxRDcTUnp2a-zeR7UzbYUN2pMiOZTlCZQNZdAt-E,댕청잇,1484,663,562,False,False,False,True
CHALLENGER,rnExKk2wvSQuDq88mUvtJi1WXO_HkjHO0nfvMd9PxY6OEow,UijU,1209,704,638,True,False,False,True
CHALLENGER,GuzJByfufXrewGo4V0scfSXxW48s2oByP1Rx0bO25gUUsto,JUGKlNG,1237,345,256,True,False,False,False
CHALLENGER,0W4RJD_gS8NOvSgViohYJZe1NRVg2bYH9ocVJ8PQVNfGmo8,유리Yur1,1007,605,538,False,False,False,True
CHALLENGER,RziX_dl-lXDg9asaNgMaz5Dh3Z78LtUzcLMKShG6HKumMTk,ping siba,927,637,580,False,False,False,False
CHALLENGER,8kXbX-5y3ynFZ_yj3B4KHr2qOwvunq_7E-Yy1uxq3g3gq-k,울부짖는마오카이,1059,1356,1281,False,False,False,True
CHALLENGER,PdFgcKL5x8qBLglL1Y8HXTOfBm7ILLPEWS8xF0qfRihKBU8,Liiv OnFleek,1206,943,882,True,False,False,False
CHALLENGER,TyS5ytfbdxP7PXirFWQKGccFdcvmYsk-cRgeJkxQ4u65eso,나는 준일하다,1236,430,358,True,False,False,False
CHALLENGER,5HomcBE-SAoE1Z5idDgNuriY9YCln1yQOZIY4sqQz7wEbvI,sofm2,881,1620,1506,True,False,False,False
CHALLENGER,QRc4Y2Yn1SBQS-B9DeCSsHuRyHRI1_yzyCg1xnJjl-M4E_4,Mango Fish,1242,638,506,True,False,False,False
CHALLENGER,XBsXrLztmaSVeO73UvzhxEv7mx9BVFaWp4vMRsIpzU6uxh0,HLE Deft1,923,860,792,False,False,False,False
CHALLENGER,ANoEabZM43kCKaXb9aMCsIiEXS6CL_8_RvdA_KUm-HemBKsRWqV3LZztjg,C9 BLAB3R,876,166,118,False,False,False,False
CHALLENGER,QNB09vaKvFF3ef5ZrumKuaxtgMLYWKrN3bgLHHffwQliICU,no top,929,1106,1061,True,False,False,True
CHALLENGER,6617yMg24pu5d3-CPQR2F1zi33H4iBpf_hXKVMvmST9wx-c,T1 Mirzz,1075,965,890,True,False,False,False
CHALLENGER,cJt5wSdDSEyNj-M2JUzd17AFYmmGfeua8XEHyn5IXhnJ1l8,Re0start,881,925,851,False,False,False,False
CHALLENGER,x2WN6iFKMqb4tVlIEjqJkLmfsuWvn0HF30w7ra3CDIVlOuQ,안녕 맬,1331,832,748,False,False,False,False
CHALLENGER,9mUE2M-Ota2XhyaPpOv8LJiooKIBG5jBwy4qg5YTL9m5N1g,순 의,873,176,74,False,False,False,True
CHALLENGER,HmTfO78wS_Ii_2eTBcrRDvbJtsq-dWSL1gqEZtinImcMmGU,테 디 스 틱,873,203,150,False,False,False,True
CHALLENGER,PdMevv4lSsGdOJcSvtwkBFal5Aqj_BKhPBGqrgL2MhpuG0s,stableman1,1001,721,645,True,False,False,False
CHALLENGER,Z4HwoqDmkvmcv_QJJXDEgS3pdmMPj1foAwIl4B1SX3Vk3u8,PxPx,868,406,342,True,False,False,False
CHALLENGER,ITETcWVYHNJU7oQ4PdQ_IJVNdipSn5Jlz8GtbZxDyTmreIE,elole,1159,572,420,False,False,False,False
CHALLENGER,QDAP03yUOeWb6buoLt5NK1mSn5g3D3rWnwuDdFtasBd5tU0,정훈이의 모험,853,543,498,False,False,True,False
CHALLENGER,t_IkNBbaB7eJjemrieFw4Ik6zekwZm9gv4IwKuchfG0tolw,Gen G Rascal,879,545,506,False,False,False,False
CHALLENGER,1Qk-lx2Uop-ActhiGCfiThXWrDkk_NzwFNxw2YGw6DKj8Pw,9 밍,885,340,301,False,False,False,True
CHALLENGER,_sGeX2Oq6mCwQrh-nczwW0fZ9Dc5YVEgPNW2ImYvcOy85A,Interlude 2020,870,214,103,False,False,False,True
CHALLENGER,4mrdADiNTrK8SvGA_y2iOC2TApTnn7Om5D6h_sYIZHkkyGg,sdxsdx156,913,1105,1058,True,False,False,False
CHALLENGER,87PtR40y6d_-q6h0b7-1zT8dJSsDyljCCsHz0_dXfexLE3I,zzzusss,1261,306,224,True,False,False,False
CHALLENGER,3owPsKQarWYWFdaJM70JZg7NI3oA8A6iEVhesaUC51FRG94,난 마,910,542,487,False,False,False,False
CHALLENGER,dOwfqZvFBpx_FscZ-Sj99zOSpCSZHBfKD3lJoJ3-HdXd9UQ,Demon,872,218,151,False,False,False,False
CHALLENGER,eXMeBjaxdfZy1mkIHLsva_hC4t6H8eTUSauZKz1jm48pc5Q,로켓슝슝,851,300,241,False,False,False,False
CHALLENGER,WkgRB6CCLl4mGM7fgdkmnWWyr8to-0vnUOf5TKVZFHPXjQM,V5zhao107736014,1272,496,355,True,False,False,False
CHALLENGER,32zN-tUwNaxm6WfEtQ77YMnMeh4tBJ4AF-gI6gfdX1XDyKI,Pz ZZang,1193,261,201,True,False,False,False
CHALLENGER,JHq59fiF7ZCBtdNsWUSK-PkqAmPP5DdLrCdjwIydeVztYC0,콩식이,863,213,149,False,False,False,False
CHALLENGER,hoUGMSqIEd6nzUK5xNQEcO-olXkNsK-_IzY_8K5U8LlRhwM,KT Ucal,936,645,544,True,False,False,False
CHALLENGER,6RQWPg3p5m9m_tCmcmBJsX9fIuKmKD45P-Ab34JkXayG-9o,clear77,945,1166,1113,False,False,False,False
CHALLENGER,b5d_T3T2jePoLA2TomYVXwjL6ZWiboOCdPsQtps2AmrfKg,금현성2,1014,555,483,False,False,False,False
CHALLENGER,cYZeujXZqQooB8vWoQI3ACGURYr-pHj3NQq-yqP5A5CYGfY,See u AG,1001,327,261,True,False,False,False
CHALLENGER,GDSfwbUcWCaD84XToJLAHdb_4hp4RF4JKC9wJ8VeqC7Vx64,Pnpm,1281,282,212,True,False,False,False
CHALLENGER,Pxgd9S4R4QVOal7nEsoFuGpJtYr09JvHZ1Yt_PPbt-TcDfs,ashead open,1289,1225,1128,True,False,False,False
CHALLENGER,8CEjxmr-RnyR1LWBrjOqjiGSk-NupHeYmIZ8hy31h5Wo8Lk,게임이안잡혀,933,694,618,False,False,False,False
CHALLENGER,oZQ-rO3tJ61byGB34l-iJO_TzSGOZszjz2CdDM9wF3VMtCc,LOL전문 퍼플팀,887,399,273,True,False,False,False
CHALLENGER,sNRewp7VO5qNvDh6lIjG0iSUFf8-RbFJ6ztbKv-0-_qBT_I,혼자 온 세상,1030,609,541,True,False,False,False
CHALLENGER,vR11Y42kxzrjmfZaY9tTt0aCGMt6ejwCpypzVUbQ-WVMLw,오늘점심은딱콩,904,170,97,False,False,False,True
CHALLENGER,xnQySwxtz-xZvgDEuGfFovg4rEnJ51BAgkaWKs10wtaQaRM,Gen G Envy,927,497,434,True,False,False,False
CHALLENGER,2C2v54_376uIUeo7lt2yRYkXhyQbeRDW41cXmvhLRPgDBmI,CK 미아,1132,598,533,True,False,False,False
CHALLENGER,7nrcYiySoHGCLPwpxt-Ei7X8VIsZ1urRS27i4ssdaoeqBK4,군밤군밤,874,150,92,False,False,False,True
CHALLENGER,j-n3FROLqDZwnyGIS2NtgyB9jNwo7NlxlGWLU6cVLWulCA,마스터가성비원딜,883,594,567,False,False,False,False
CHALLENGER,bpfhbVipwNqYfiRpLQNyTWKzBueWAAS728jkkffs6AR596g,Fanch,1065,757,711,True,False,False,False
CHALLENGER,d8Ekf6FydMyAi7Xr_IBwAibXu5PdFMfB9twG5mRoX0KO-4E,Starry0v0,929,1075,969,False,False,False,False
CHALLENGER,9BmtVls_PllFb1qglPRLlEiX_fLBi_UDRC1GLD2Lw1katxc,T1 Berserker,1169,1015,985,True,False,False,True
CHALLENGER,BoJgiQLYsj_FALRx-1u_ulSnol6HZSm-7wCTGMIaVmOE0g,수기 김,934,290,229,False,False,False,False
CHALLENGER,pfZMI3IMFz38RciG_UI3XZbhWcJ2UPMfXi2K7XgPoy4LPTJ0,빵통조림1,1007,423,351,True,False,False,False
CHALLENGER,IGCdsQ1awxn8fl53C3YBagNgcU9sssRysVgBP5-kMWcIJaU,SSUNSSUN,859,311,260,False,False,True,False
CHALLENGER,8A3kgL2xuIHNQeyF0fmCXp-HsMA7gV0VLIQcHNj0Xy473MQ,L1sure,864,365,314,False,False,False,True
CHALLENGER,gUSZMNWQPr3sdX1IPXemEHt1M2HUhHnigxSbrUi0HyfMylY,Liiv Summit,1010,379,302,False,False,False,True
CHALLENGER,HUEaq_REdGEZjc13KU3ukKsDn6YvFpOTDimYe9qC2S7w9f4,나스물문현준,1016,1385,1216,True,False,False,False
CHALLENGER,xp6T2v7Y5OUFCH3eBK2wa406JvWovphSxDPNteNycaaoUTg,PowerOfMagic,979,721,650,False,False,True,False
CHALLENGER,iiU_Mc3KzENNjVdnrbFBv9gjyF85M65ndFDYqp9vM8_GIg,마지막1년,871,631,579,False,False,False,False
CHALLENGER,2zvAgYpCLyaFeTrp2ZeM5jq3ERxmKsOBBLU6ekI-7Uc38bY,오리지널찰떡쿠키,941,229,173,False,False,False,False
CHALLENGER,kbsNrxIG6l2DBimFP-KUtDkxNKGqcWkfqBUXRVYj9qItGA,싸커킥 권위자,866,379,315,False,False,False,False
CHALLENGER,vKfYkkJUc3ZTHPyAU6Fe93pS_2rXbkRJ6gK9Ibf6qU7RdQ4,이 차가 식기전에,951,1113,1041,True,False,False,True
CHALLENGER,8tg0QYPtP1CDT0hOMbKrPTNs3CSqWwIycvPkKsQobq1UxOs,Liiv Pump,880,691,650,False,False,False,False
CHALLENGER,WfMQ3Zhv_avE8iS8OBVx6HUQmg6YiFHxVTwCWT9RAE3-Fgc,xiaocaobao9,984,526,475,False,False,False,False
CHALLENGER,dh0dFdnoYwPBhmNSxAesjG-EuJD8jdVUXcOHKDjw4h8YqrE,ad20,901,337,284,False,False,False,True
CHALLENGER,ahoV3EStb1UtFPrE6wYUwPCPSbzP5AymhQvbqIVzAgi4ANI,No Patience,908,742,685,False,False,True,True
CHALLENGER,ffSuZSxLqTTX8-nOiSpibHiZ6yggoioHi-1wCF8neytXpBs,빌었어intro 0 42,1012,377,302,True,False,False,False
CHALLENGER,8T7T0Vzlf0XEh7nTOqr1Cu_66COifqKFiKL9iC_ifqDUob0,Sangchu,871,312,281,False,False,False,False
CHALLENGER,EiUHRUEg_2gVaDtYwR4rya4A280aBorYjzZe9ZAdEOtNclM,에르피디,1077,661,561,False,False,False,False
CHALLENGER,QUrwhXtspPljqfsR-ymHXRYIv-rDvHvsldcD89bN1qPNHhk,Remika,1079,670,605,False,False,False,True
CHALLENGER,4HL81JnvY7ZD3D3R-IoI77O7RDIu4EQkTdRwkiR7oM9T_yI,wuyule,819,924,855,False,False,False,False
CHALLENGER,x4n8DhOhKcjL4LSneZHQIUkXjicu0qiHZCnV2GgNuMj81lo,Liiv 스눈이,1134,387,329,False,False,False,False
CHALLENGER,NeDEbRDJx7-NEjWqgNcJq5yzRPpBkuzOCfLm_zkDDag2Vkg,jiozz,918,787,711,False,False,False,True
CHALLENGER,qVC68cwxozC6xXO7NFy8vuAY0X9rYosawbPuttmInQSJAmw,Starryovo,921,881,804,True,False,False,False
CHALLENGER,HS7Mf8Q-xgebOIQewFvtiW8D064OBouflax5LtUSQHHrT94,HLE Morgan1,883,526,473,True,False,False,False
CHALLENGER,IcUcz1TuywOUOHcx3aOBDUXIWwMROKd6Sb2H_zze3JPRVxA,supsupsupspspsp,778,867,716,False,False,True,False
CHALLENGER,rp7ybUbLoKCpt1k8eknbQyqkQUWuu_V33WGDcdFUBax5Lfo,xlzyx,1386,1236,1124,True,False,False,False
CHALLENGER,Z42BW5NFfrx1q9eQCn_tqmow1KSxx-va0wcJZa5y7gHUbqc,photic12345,952,785,737,True,False,False,False
CHALLENGER,YH6zcBKSrRpEmSM7UxMxQ9Pq8YTFQjUXLkLLJzCuWHnefK0,KT Zzus,1203,452,376,True,False,False,True
CHALLENGER,tsg1Aw32CKCpUnXKLEF4RgXft0QvSprxrkRAIdoBNT0Nryw,YSYZ,913,963,882,False,False,False,False
CHALLENGER,HXC3vCpZTw8bawajFnhpfwtjWOhfA3aFFqtB8YXXBkU1RXY,clearlove9fans,1211,425,287,True,False,False,False
CHALLENGER,1uMzkLW2JCxNMCGdwkJVNf1NbLz73wluqY8EKA6I30EHKOE,Gen G Khael,1421,871,734,True,False,False,False
CHALLENGER,KMULyPmUp8oflOfG4DL1R0Aowe6iNlgqY1nzneQ2HAWJFB8,mogubaby,880,181,116,False,False,False,False
CHALLENGER,7UK0SHH5i7COfk-51cc8ixn4MatTzLAynNhRBPTzIk67alg,우 제,1343,486,384,True,False,False,False
CHALLENGER,uFQ4125PE8K6t4oADFL-m_NgadBQOAHspl8U5muUkJTdKwY,yinyi zai ma ren,886,429,295,False,False,False,False
CHALLENGER,Ixm2W8QrKkXE22zv9e3GFsKi-6TFhLNEVw2RN3atpGjIDKI,ecnahC,957,830,766,False,False,True,False
CHALLENGER,lbGrRwtmURpgIX35dIferGSS1A3kIUlpSt4GI3GfS2dKVg,BJ갈배,860,1506,1454,False,False,True,False
CHALLENGER,vn4Bd80rN-s7hzpItlak4ec-NfoAlGKAdxx0GiiMHHfN4Ak,FPXzhaoAP4506303,1375,498,341,True,False,False,False
CHALLENGER,4J7xKnIiIi9gFwoAA3MRfKsRLg7CMVrwe0Lf2sDBEIzQw_0,크세로,878,518,467,False,False,False,True
CHALLENGER,aLjwIh4Gk8HNLTdL8V7aCAxh8fmvfrepmiJZb1etSwXF9H8,FA 레이닝,1012,552,475,True,False,False,False
CHALLENGER,oIg6XnuXiczTiDDAgwdDNaIxDxM88Pixb7a_yTiDmESNBj8,BRO Hoya,1380,398,299,False,False,False,False
CHALLENGER,-xSjPncDeoffu5LKC7_MrmaLR3mg5rLPmCXbIhcTESaOk1g,FA GGul,972,493,421,False,False,False,False
CHALLENGER,8azkcb4Tyuil5aiCoNTVINyqGyRJULYy6vvOno6eYlGmwZU,못 난 놈 들1,941,1604,1555,False,False,False,True
CHALLENGER,HqJhKCj0zoVvQcGu1PMhro64S15f0nK43ltf9fuL65qXcJza,wehui,887,329,217,False,False,False,False
CHALLENGER,9udsLUiRYQywUcFJK2llRK71Bo5GUqhH67FHVUMyJE5Df4M,DRX BAO,992,383,325,False,False,False,False
CHALLENGER,INTajKARC2HGoacOKPsoHZyIY2VJfb1KNL48N-OAJm2YcvY,Destiny,952,233,231,True,False,False,True
CHALLENGER,bLkGDGwJhr8bFATk1C6Xm4vZ1vEXeBdr2lxUJVxiyYeCb8oY,도넛먹고싶다i,873,594,484,False,False,False,False
CHALLENGER,tS9L5SyMrEvIxtRSmFDKjc-iCG3976cPZGVTK6ZoBic88w,HLE Key1,848,307,248,False,False,True,False
CHALLENGER,___UUIuO7uSx43PcjCfgitMni9Q1_IfxYTF4fUOG2qvzsqA,daydayup,909,702,623,False,False,False,False
CHALLENGER,Qy0y9SRqkkl6U2kI9iakYMHznaIt66LS07ymAJfh6aaBNDA,피즈 조이,975,379,320,False,False,False,False
CHALLENGER,LGoqkhYnb3VchnyuACtMD3z8KopJARR5-QJ5EwE7jRbU0TA,HSHTM,994,835,756,False,False,False,False
